review_id,review,rating_score,date
6848,Honestly one of the best meals I've ever had in New Orleans. The Cajun fries were absolutely AMAZING. Will never travel back home to nola without getting them again. Also got the Mardi Gras pasta and seafood platter. Both were too notch! Huge portions as well. Will be recommending to everyone I know!!,5,2021-06-22
6849,"first off, i want to commend oceana grill for their hours and staying open so late. after our first night out in nola, we were in desperate need of food and everywhere we tried going to that looked decent was closed/closing. oceana was our savior that night. never forget. 

chargrilled gator bites were seriously incredible. this was my first time trying alligator meat and i was certainly not disappointed. it was juicy and flavorful and just SO GOOD. we much preferred it to the fried bites (we got half grilled/half fried), but both were really really good. alligator is truly underrated. was also happy to hear that the alligator we were eating was not from a nearby swamp, but rather, from an alligator farm. it would have saddened me to hear that gators were being kidnapped from nearby swamps -- so good on that oceana. 

then oceana's famous oysters. oh man, these were delectable. the sauce was so rich and herbed and you can never really go wrong with chargrilled oysters.

taste of new orleans was AMAZEEEEE. the jambalaya, the crawfish etoufee, the red beans and rice ... while not that aesthetically pleasing, it was truly delightful to the tastebuds. we tried this our first night in new orleans and were so happy to get to try all the specialties and weren't disappointed with a single dish. jambalaya holds a very, very special place in my heart, and oceana's was soooo good. 

then finally, we got dessert -- bread pudding. our server said this wasn't their best dessert, but i don't see how that could be because it was UNBELIEVABLE. so so so delicious. i love bread pudding. and oceana (& the incredibly nice staff who portioned out everything out for the 2 of us without us EVEN ASKING!!!! like how nice is this? so nice. so practical. i love you oceana)",5,2017-01-07
6850,"So while in New Orleans,me and some friends decided to eat here for dinner. There was a line outside so we were kinda reluctant at first but after being told the wait would be thirty minutes and we only waited fifteen,we were very happy we stayed. They have a full bar to the left as soon as you walk in. To the right they have a bench you can sit on while waiting to be seated. It can seem a little clustered when you first walk in but after you are seated it is better. They have three different seating areas so this restaurant would d be great for a big crowd. The service and food was good which is always a plus for me. I ordered their ribs and they literally fell off the bone! My friend ordered their banana Foster ice cream cake and it was delicious,so that is something you would definitely want to try. And don't forget to check in when you go to receive your 10% off your meal!",5,2020-02-23
6851,Fantastic food and service!! Our waitress Kim was amazing!! She brought the food out super fast and kept and make sure my group was happy,5,2019-11-08
6852,"Good food, great service, friendly staff. Didn't have to wait an hour and a half for our food like at most New Orleans restaurants which was great. Food was brought out all at once for the group which again, is rare in New Orleans. Definitely worth a stop!",4,2019-11-03
6853,"This dining experience was one of the best ones we had on our visit to New Orleans. 
Fiona our waitress was fantastic.  She was very informative about the menu and all the specials they were offering for the evening.  
 You must stop in and try the oysters.  Some of the best we had in the city.  
 Stop in and ask for Fiona . She will make your experience even more enjoyable.",5,2020-09-13
6854,"Great food, great service! We had a variety of food and everything was delicious! If you're undecided where to go, give this place a try!",5,2019-04-04
6855,"Nothing beats noshing at Oceana Grill. The food and ambience was excellent, and Errol was very friendly and attentive during our dining experience. WHO DAT? Oceana Grill that's who!!! Keep up the great job and service.",5,2015-08-07
6856,"My server's name was Destine (ask for her, she's sweet and helpful).  She and the host/hostess served my boyfriend and me with great customer service!  Especially during COVID-19 phase 3.  They were very welcoming and accommodating from the very start.  The food and drinks were also great.  We only had a couple appetizers, cocktails, and a dessert.  The blackened gator bites were delicious.  I recommend the bread pudding, don't forget to add the ice cream a la carte!",4,2020-09-15
6857,"I had the seafood platter with fried gator. It was delicious. Jess M, our waitress, did a wonderful job with suggesting. Great place to get a taste of New Orleans!",5,2019-02-09
6858,"This place was right in the heart of everything. The waiter was attentive, nice, and quick. I ordered the "" taste of New Orleans"" and the food was delicious. I also ordered a Bahama mama and the although it was fruity and good I couldn't taste any of the alcohol. The only con I had was the weak drinks.",4,2020-02-18
6859,"Great food, great service in the French quarter.....

My wife and I had just arrived in town and we were looking for good food and drink while watching the Super Bowl.....

One of our people recommended this spot so we decided to drop by....,

My wife had the sampler which consisted of red beans and rice, jambalaya and crawfish etoufee....
I had the reddish etoufee which was absolutely the best redfish I've ever had!!!!

My wife had the hurricane which was equally as good, and topped it off with the Oceana brownie which is one of the best deserts we've had in a long time... 

Great experience!!!!

Check it out if you're in town......",5,2020-02-05
6860,"Went for a birthday celebration. Food was good, server was good but food came to the table far too slow and erratic. Ron our server wasn't the issue. He tried hard to keep us happy.",4,2021-05-12
